"","term","topic1","topic2","topic3","topic4","topic5","log_ratio"
"1","abil",0.00485436893203883,0.000276548672566372,0.000304321363359708,0.00029708853238265,0.00021997360316762,-4.13367843523197
"2","abl",0.00485436893203883,0.000276548672566372,0.00334753499695679,0.00029708853238265,0.00021997360316762,-4.13367843523197
"3","actual",0.000441306266548985,0.0196349557522124,0.000304321363359708,0.00326797385620915,0.00021997360316762,5.47550030291001
"4","also",0.000441306266548985,0.00304203539823009,0.000304321363359708,0.00029708853238265,0.00021997360316762,2.78518480204263
"5","anywh",0.00485436893203883,0.000276548672566372,0.000304321363359708,0.00029708853238265,0.00021997360316762,-4.13367843523197
"6","autom",0.000441306266548985,0.0058075221238938,0.000304321363359708,0.00029708853238265,0.00021997360316762,3.71807060618409
"7","axi",0.000441306266548985,0.0058075221238938,0.000304321363359708,0.00029708853238265,0.00021997360316762,3.71807060618409
"8","base",0.000441306266548985,0.0196349557522124,0.000304321363359708,0.00029708853238265,0.00021997360316762,5.47550030291001
"9","baselin",0.000441306266548985,0.00304203539823009,0.000304321363359708,0.00029708853238265,0.00021997360316762,2.78518480204263
"10","benefit",0.00485436893203883,0.00304203539823009,0.000304321363359708,0.00029708853238265,0.00021997360316762,-0.674246816594671
"11","best",0.00485436893203883,0.000276548672566372,0.000304321363359708,0.00029708853238265,0.00021997360316762,-4.13367843523197
"12","beyond",0.00926743159752869,0.000276548672566372,0.00334753499695679,0.00029708853238265,0.00021997360316762,-5.06656423937343
"13","billion",0.000441306266548985,0.00857300884955752,0.000304321363359708,0.00029708853238265,0.00021997360316762,4.2799494937922
"14","billionair",0.000441306266548985,0.00304203539823009,0.000304321363359708,0.00029708853238265,0.00021997360316762,2.78518480204263
"15","biomark",0.00485436893203883,0.000276548672566372,0.000304321363359708,0.00029708853238265,0.00021997360316762,-4.13367843523197
"16","biosensor",0.000441306266548985,0.00304203539823009,0.000304321363359708,0.00029708853238265,0.00021997360316762,2.78518480204263
"17","bloodstream",0.00485436893203883,0.000276548672566372,0.000304321363359708,0.00029708853238265,0.00021997360316762,-4.13367843523197
"18","bolt",0.000441306266548985,0.00304203539823009,0.000304321363359708,0.00029708853238265,0.00021997360316762,2.78518480204263
"19","built",0.00485436893203883,0.0168694690265487,0.000304321363359708,0.00029708853238265,0.00021997360316762,1.79705890233092
"20","capacit",0.00926743159752869,0.000276548672566372,0.000304321363359708,0.00029708853238265,0.00021997360316762,-5.06656423937343
"21","car",0.00485436893203883,0.000276548672566372,0.000304321363359708,0.00029708853238265,0.00021997360316762,-4.13367843523197
"22","carbon",0.0666372462488967,0.00304203539823009,0.000304321363359708,0.00029708853238265,0.00021997360316762,-4.45321993728245
"23","case",0.00485436893203883,0.000276548672566372,0.000304321363359708,0.00029708853238265,0.00021997360316762,-4.13367843523197
"24","cbs",0.000441306266548985,0.00304203539823009,0.000304321363359708,0.00029708853238265,0.00021997360316762,2.78518480204263
"25","cds",0.000441306266548985,0.00304203539823009,0.000304321363359708,0.00029708853238265,0.00021997360316762,2.78518480204263
"26","center",0.000441306266548985,0.014103982300885,0.000304321363359708,0.00029708853238265,0.00021997360316762,4.99817852537682
"27","chairperson",0.00485436893203883,0.000276548672566372,0.000304321363359708,0.00029708853238265,0.00021997360316762,-4.13367843523197
"28","cheap",0.000441306266548985,0.00304203539823009,0.000304321363359708,0.00029708853238265,0.00021997360316762,2.78518480204263
"29","circuit",0.00485436893203883,0.000276548672566372,0.000304321363359708,0.00326797385620915,0.00021997360316762,-4.13367843523197
"30","collabor",0.00485436893203883,0.000276548672566372,0.000304321363359708,0.00029708853238265,0.00021997360316762,-4.13367843523197
