"","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5"
"1","issu","tax","million","product","year"
"2","relat","januari","cost","result","charg"
"3","estim","contractu","settlement","custom","note"
"4","may","penalti","purcha","materi","payment"
"5","cost","posit","dfx","oblig","revenu"
"6","due","financ","record","use","lea"
"7","interest","incom","relat","design","packag"
"8","risk","includ","certain","notebook","statement"
"9","capit","replac","account","caus","arrang"
"10","form","repr","fiscal","defect","non"
"11","repair","total","liabil","effort","time"
"12","system","consolid","number","error","weak"
"13","adopt","million","oblig","manag","die"
"14","failur","oper","plea","mcp","payabl"
"15","addit","expen","reimbur","signif","current"
"16","set","sheet","addit","develop","item"
"17","field","recent","trust","return","consist"
"18","class","remain","accrual","generat","associ"
"19","contain","account","asset","previous","balanc"
"20","defect","part","debt","pronounc","difficult"
"21","reduc","program","octob","tabl","effect"
"22","configur","reason","short","thermal","factor"
"23","defin","individu","bankruptci","action","operat"
"24","dure","industri","cash","amount","summar"
"25","requir","benefit","condit","balanc","unabl"
"26","driver","follow","creditor","current","uncertainti"
"27","fluctuat","interest","file","discuss","anticip"
"28","materi","note","insur","gpu","busi"
"29","part","predict","less","impact","commit"
"30","softwar","putat","novemb","inventori","connect"
"31","accept","combin","nvidia","net","expect"
"32","bug","litig","obligat","unrecogn","fix"
"33","complex","new","repair","busi","increa"
"34","consid","obligationsth","share","correct","lawsuit"
"35","cumul","obligationstot","certifi","cover","rate"
"36","damag","partner","court","defer","thousand"
"37","divert","potenti","fabric","general","various"
"38","factor","reflect","fall","technolog","ari"
"39","item","relea","made","achiev","commerci"
"40","loss","research","net","administr","competitor"
"41","market","retent","pronounc","also","end"
"42","quarter","support","provid","asset","inform"
"43","within","version","recal","chip","invest"
"44","actual","within","reduct","commenc","oblig"
"45","avail","acquisit","refer","compat","price"
"46","chang","addit","regard","consum","report"
"47","charg","annual","apa","declin","system"
"48","claim","confirm","appeal","experi","tabl"
"49","decemb","fail","approxim","gross","aggreg"
"50","defectour","form","assert","intend","agreement"
"51","engin","liabil","attent","pronouncementsplea","estim"
"52","fulli","offset","carrier","regul","failur"
"53","icera","pend","close","second","fall"
"54","implement","power","die","uncertain","fan"
"55","margin","recommend","discuss","warranti","find"
"56","normal","return","impact","begin","gpu"
"57","note","sever","month","combin","harm"
"58","partner","test","pay","consid","higher"
"59","plaintiff","warranti","proper","fail","initi"
"60","pronounc","advi","receiv","harm","new"
"61","remaind","agr","satisfi","issu","pattern"
"62","shift","agreement","septemb","made","period"
"63","uncertain","appoint","technolog","matter","previous"
"64","year","ari","unit","number","process"
"65","action","assur","warranti","potenti","record"
"66","annual","attent","accord","purcha","regul"
"67","approxim","basi","among","reach","shipment"
"68","cancel","bring","associ","recent","softwar"
"69","caus","calcul","balanc","reduct","sold"
"70","common","california","base","remedi","stock"
"71","contentsadopt","committ","benefit","reput","unsecur"
"72","continu","common","call","revenu","warranti"
"73","correct","consequ","case","sale","access"
"74","ear","consum","categori","suggest","administr"
"75","elect","contentscontractu","caus","win","affect"
"76","exceed","contentsoff","certif","work","ahead"
"77","expect","contribut","chapter","aggreg","although"
"78","experi","credit","circumst","approv","apa"
"79","extra","date","committ","arrangementsa","april"
"80","find","determin","correct","assumpt","asset"
"81","gpu","error","coverag","compani","believ"
"82","histor","estim","dure","consequ","case"
"83","howev","facil","equal","contribut","claim"
"84","late","failur","expen","corpor","complaint"
"85","mitig","fiscal","fee","cost","contentsproduct"
"86","object","futur","incur","divid","convert"
"87","paid","incur","item","download","cover"
"88","platform","instead","judgment","driver","data"
"89","plus","loan","juli","fiscal","develop"
"90","portion","major","never","follow","district"
"91","pursuant","margin","northern","higher","download"
"92","recov","mitig","offici","invest","due"
"93","reimbur","origin","offset","januari","engin"
"94","reput","over","owe","judgment","enter"
"95","retent","packag","part","licen","estat"
"96","stock","paid","payabl","multi","fail"
"97","stress","periodcontractu","payment","protect","financ"
"98","subject","plan","period","provi","fluctuat"
"99","test","ship","predict","quantiti","graphic"
"100","version","subject","princip","resolut","impact"
